# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 311000    2.89e+00  3.16e+00    2.52e-03  3.21e-03    1.34e-01  1.47e-01    4.6e-04
 311100    2.24e+00  1.13e+00    9.22e-03  4.73e-03    1.04e-01  5.23e-02    4.6e-04
 311200    2.60e+00  2.59e+00    3.94e-03  5.17e-03    1.21e-01  1.20e-01    4.6e-04
 311300    2.45e+00  2.35e+00    8.27e-03  7.97e-03    1.14e-01  1.09e-01    4.6e-04
 311400    2.49e+00  2.34e+00    1.72e-02  1.77e-02    1.15e-01  1.08e-01    4.6e-04
 311500    2.85e+00  2.87e+00    2.93e-02  3.09e-02    1.32e-01  1.33e-01    4.6e-04
 311600    2.55e+00  2.52e+00    5.23e-03  1.95e-03    1.18e-01  1.17e-01    4.6e-04
 311700    2.53e+00  2.17e+00    1.93e-02  1.96e-02    1.17e-01  1.00e-01    4.6e-04
 311800    1.54e+00  1.47e+00    7.22e-03  5.45e-03    7.15e-02  6.82e-02    4.6e-04
 311900    2.11e+00  1.93e+00    2.33e-03  9.64e-04    9.79e-02  8.94e-02    4.6e-04
 312000    2.24e+00  2.22e+00    1.24e-02  1.49e-02    1.04e-01  1.03e-01    4.6e-04
 312100    2.28e+00  2.23e+00    1.09e-02  1.05e-02    1.06e-01  1.04e-01    4.6e-04
 312200    2.81e+00  3.06e+00    3.50e-03  3.94e-03    1.30e-01  1.42e-01    4.6e-04
 312300    2.63e+00  2.74e+00    4.28e-02  4.50e-02    1.21e-01  1.25e-01    4.6e-04
 312400    3.63e+00  3.45e+00    1.77e-02  1.56e-02    1.68e-01  1.60e-01    4.6e-04
 312500    2.11e+00  1.86e+00    5.04e-03  2.00e-03    9.77e-02  8.66e-02    4.6e-04
 312600    2.53e+00  2.14e+00    1.25e-02  9.78e-03    1.17e-01  9.91e-02    4.6e-04
 312700    2.14e+00  2.23e+00    1.53e-02  1.66e-02    9.92e-02  1.03e-01    4.6e-04
 312800    1.43e+00  1.59e+00    1.43e-02  1.10e-02    6.61e-02  7.38e-02    4.6e-04
 312900    3.49e+00  3.42e+00    1.56e-02  1.48e-02    1.62e-01  1.59e-01    4.6e-04
 313000    2.50e+00  2.69e+00    6.36e-03  2.29e-03    1.16e-01  1.25e-01    4.6e-04
 313100    2.23e+00  2.40e+00    7.80e-03  8.96e-03    1.04e-01  1.12e-01    4.6e-04
 313200    2.18e+00  2.09e+00    8.09e-03  6.27e-03    1.01e-01  9.72e-02    4.6e-04
 313300    2.43e+00  2.77e+00    5.83e-03  5.09e-04    1.13e-01  1.29e-01    4.6e-04
 313400    2.07e+00  1.89e+00    3.52e-03  9.35e-04    9.59e-02  8.77e-02    4.6e-04
 313500    2.20e+00  2.08e+00    7.50e-03  4.57e-03    1.02e-01  9.67e-02    4.6e-04
 313600    1.47e+00  1.72e+00    1.69e-02  1.62e-02    6.77e-02  7.94e-02    4.6e-04
 313700    2.62e+00  3.20e+00    6.61e-03  1.08e-02    1.22e-01  1.48e-01    4.6e-04
 313800    2.49e+00  2.23e+00    9.37e-03  8.72e-03    1.15e-01  1.03e-01    4.6e-04
 313900    2.50e+00  2.59e+00    1.34e-02  1.58e-02    1.16e-01  1.20e-01    4.6e-04
 314000    1.29e+00  1.45e+00    3.16e-02  3.22e-02    5.93e-02  6.67e-02    4.6e-04
 314100    2.01e+00  2.02e+00    4.56e-03  2.31e-03    9.34e-02  9.36e-02    4.6e-04
 314200    1.50e+00  1.82e+00    2.62e-02  2.63e-02    6.87e-02  8.37e-02    4.6e-04
 314300    1.11e+00  1.07e+00    4.04e-02  4.19e-02    5.02e-02  4.80e-02    4.6e-04
 314400    2.37e+00  2.18e+00    1.71e-02  1.94e-02    1.10e-01  1.01e-01    4.6e-04
 314500    2.72e+00  2.62e+00    1.91e-03  1.45e-03    1.26e-01  1.22e-01    4.6e-04
 314600    1.42e+00  1.48e+00    8.52e-03  7.37e-03    6.60e-02  6.85e-02    4.6e-04
 314700    2.35e+00  2.83e+00    4.68e-03  1.35e-03    1.09e-01  1.31e-01    4.6e-04
 314800    1.19e+00  1.34e+00    3.82e-02  4.07e-02    5.40e-02  6.11e-02    4.6e-04
 314900    2.43e+00  2.22e+00    3.66e-03  4.62e-03    1.13e-01  1.03e-01    4.6e-04
 315000    1.46e+00  1.53e+00    2.25e-02  2.39e-02    6.71e-02  6.99e-02    4.6e-04
 315100    2.41e+00  2.40e+00    3.42e-03  2.65e-03    1.12e-01  1.11e-01    4.6e-04
 315200    2.71e+00  2.74e+00    2.70e-02  2.68e-02    1.25e-01  1.27e-01    4.6e-04
 315300    2.23e+00  2.28e+00    2.27e-03  1.25e-03    1.03e-01  1.06e-01    4.6e-04
 315400    1.43e+00  1.27e+00    3.49e-03  3.99e-03    6.66e-02  5.89e-02    4.6e-04
 315500    4.22e+00  4.44e+00    2.80e-02  2.86e-02    1.96e-01  2.06e-01    4.6e-04
 315600    2.17e+00  2.24e+00    7.37e-03  8.09e-03    1.01e-01  1.04e-01    4.6e-04
 315700    2.54e+00  2.32e+00    1.40e-02  1.31e-02    1.18e-01  1.07e-01    4.6e-04
 315800    2.06e+00  1.96e+00    2.74e-03  6.41e-04    9.58e-02  9.09e-02    4.6e-04
 315900    3.64e+00  3.79e+00    2.69e-02  2.81e-02    1.69e-01  1.76e-01    4.6e-04
 316000    2.64e+00  2.84e+00    3.64e-03  2.74e-03    1.23e-01  1.32e-01    4.6e-04
 316100    2.55e+00  2.54e+00    5.86e-03  4.69e-03    1.18e-01  1.18e-01    4.6e-04
 316200    2.35e+00  2.12e+00    9.35e-03  8.41e-03    1.09e-01  9.84e-02    4.6e-04
 316300    2.35e+00  2.65e+00    1.07e-02  1.20e-02    1.09e-01  1.23e-01    4.6e-04
 316400    1.44e+00  1.19e+00    1.55e-02  1.69e-02    6.65e-02  5.47e-02    4.6e-04
 316500    2.36e+00  2.32e+00    1.55e-02  1.33e-02    1.10e-01  1.08e-01    4.6e-04
 316600    1.28e+00  1.31e+00    4.41e-02  4.61e-02    5.80e-02  5.93e-02    4.6e-04
 316700    2.53e+00  2.67e+00    6.68e-03  4.38e-03    1.18e-01  1.24e-01    4.6e-04
 316800    2.03e+00  1.98e+00    6.01e-02  5.85e-02    9.23e-02  9.02e-02    4.6e-04
 316900    1.44e+00  1.61e+00    1.80e-03  3.48e-03    6.68e-02  7.48e-02    4.6e-04
 317000    2.06e+00  1.98e+00    1.47e-02  1.42e-02    9.56e-02  9.19e-02    4.6e-04
 317100    2.42e+00  2.28e+00    4.43e-03  4.64e-03    1.12e-01  1.06e-01    4.6e-04
 317200    2.34e+00  2.23e+00    1.26e-02  7.92e-03    1.08e-01  1.03e-01    4.6e-04
 317300    1.43e+00  1.35e+00    2.04e-03  1.93e-03    6.64e-02  6.25e-02    4.6e-04
 317400    3.49e+00  3.05e+00    5.54e-03  2.20e-03    1.62e-01  1.42e-01    4.6e-04
 317500    2.49e+00  2.51e+00    3.61e-02  3.91e-02    1.14e-01  1.15e-01    4.6e-04
 317600    2.46e+00  2.30e+00    3.59e-03  2.45e-03    1.14e-01  1.07e-01    4.6e-04
 317700    2.86e+00  2.47e+00    1.37e-03  7.41e-04    1.33e-01  1.15e-01    4.6e-04
 317800    2.43e+00  2.50e+00    4.57e-03  5.33e-03    1.13e-01  1.16e-01    4.6e-04
 317900    2.38e+00  2.70e+00    3.54e-03  1.65e-03    1.10e-01  1.25e-01    4.6e-04
 318000    3.40e+00  3.48e+00    4.00e-03  2.40e-03    1.58e-01  1.62e-01    4.6e-04
 318100    2.45e+00  2.96e+00    9.79e-03  6.05e-03    1.14e-01  1.37e-01    4.6e-04
 318200    2.45e+00  2.02e+00    1.17e-02  1.22e-02    1.14e-01  9.37e-02    4.6e-04
 318300    1.42e+00  1.27e+00    1.57e-02  1.62e-02    6.55e-02  5.84e-02    4.6e-04
 318400    1.77e+00  1.75e+00    7.05e-03  7.41e-03    8.22e-02  8.10e-02    4.6e-04
 318500    1.43e+00  2.05e+00    2.60e-03  4.33e-03    6.64e-02  9.52e-02    4.6e-04
 318600    2.38e+00  2.44e+00    8.29e-03  5.89e-03    1.10e-01  1.13e-01    4.6e-04
 318700    2.72e+00  2.88e+00    1.84e-02  1.45e-02    1.26e-01  1.34e-01    4.6e-04
 318800    2.48e+00  2.21e+00    2.49e-03  2.99e-03    1.15e-01  1.03e-01    4.6e-04
 318900    2.54e+00  2.48e+00    1.86e-02  2.26e-02    1.18e-01  1.15e-01    4.6e-04
 319000    2.82e+00  2.77e+00    1.96e-02  2.10e-02    1.31e-01  1.28e-01    4.6e-04
 319100    2.81e+00  2.99e+00    1.04e-03  4.42e-03    1.30e-01  1.39e-01    4.6e-04
 319200    2.54e+00  2.67e+00    4.78e-03  8.66e-03    1.18e-01  1.24e-01    4.6e-04
 319300    1.40e+00  1.38e+00    1.25e-02  1.13e-02    6.49e-02  6.38e-02    4.6e-04
 319400    2.54e+00  2.01e+00    1.84e-02  2.12e-02    1.18e-01  9.30e-02    4.6e-04
 319500    2.13e+00  2.10e+00    3.29e-03  6.08e-03    9.91e-02  9.74e-02    4.6e-04
 319600    2.40e+00  2.52e+00    7.82e-03  7.48e-03    1.11e-01  1.17e-01    4.6e-04
 319700    2.17e+00  1.94e+00    4.49e-03  1.44e-03    1.01e-01  9.03e-02    4.6e-04
 319800    3.33e+00  2.91e+00    6.04e-03  9.12e-03    1.55e-01  1.35e-01    4.6e-04
 319900    2.52e+00  2.98e+00    1.51e-02  3.46e-03    1.17e-01  1.38e-01    4.6e-04
 320000    2.36e+00  2.45e+00    4.06e-03  3.99e-03    1.13e-01  1.16e-01    4.4e-04
 320100    1.03e+00  9.55e-01    2.94e-03  4.28e-03    4.88e-02  4.55e-02    4.4e-04
 320200    3.34e+00  3.07e+00    5.41e-03  5.49e-03    1.59e-01  1.46e-01    4.4e-04
 320300    2.33e+00  2.15e+00    1.32e-02  8.09e-03    1.11e-01  1.02e-01    4.4e-04
 320400    2.55e+00  2.23e+00    1.73e-02  1.24e-02    1.21e-01  1.06e-01    4.4e-04
 320500    2.03e+00  1.94e+00    4.34e-03  5.06e-03    9.66e-02  9.24e-02    4.4e-04
 320600    2.40e+00  2.32e+00    5.34e-03  1.15e-03    1.14e-01  1.10e-01    4.4e-04
 320700    2.43e+00  2.67e+00    4.36e-03  7.20e-03    1.16e-01  1.27e-01    4.4e-04
 320800    2.42e+00  2.34e+00    1.43e-02  1.31e-02    1.15e-01  1.11e-01    4.4e-04
 320900    2.38e+00  2.40e+00    5.04e-03  6.78e-03    1.13e-01  1.14e-01    4.4e-04
 321000    2.04e+00  8.97e-01    2.54e-03  1.15e-03    9.73e-02  4.27e-02    4.4e-04
 321100    2.74e+00  3.75e+00    7.29e-03  3.56e-03    1.31e-01  1.78e-01    4.4e-04
 321200    2.52e+00  2.57e+00    1.99e-02  2.58e-02    1.20e-01  1.22e-01    4.4e-04
 321300    2.42e+00  2.23e+00    5.91e-03  5.35e-03    1.15e-01  1.06e-01    4.4e-04
 321400    2.08e+00  2.10e+00    4.40e-02  4.41e-02    9.81e-02  9.92e-02    4.4e-04
 321500    2.32e+00  2.37e+00    1.81e-02  1.85e-02    1.10e-01  1.12e-01    4.4e-04
 321600    2.35e+00  2.08e+00    3.05e-03  1.33e-03    1.12e-01  9.92e-02    4.4e-04
 321700    2.52e+00  2.20e+00    2.15e-03  1.53e-03    1.20e-01  1.05e-01    4.4e-04
 321800    2.39e+00  1.79e+00    2.51e-02  2.53e-02    1.13e-01  8.42e-02    4.4e-04
 321900    2.25e+00  2.23e+00    2.65e-02  2.42e-02    1.06e-01  1.06e-01    4.4e-04
 322000    2.69e+00  3.25e+00    1.61e-03  3.17e-03    1.28e-01  1.55e-01    4.4e-04
 322100    2.38e+00  2.51e+00    3.18e-02  3.77e-02    1.13e-01  1.18e-01    4.4e-04
 322200    2.66e+00  2.69e+00    6.06e-03  8.09e-03    1.27e-01  1.28e-01    4.4e-04
 322300    2.14e+00  2.19e+00    8.63e-02  8.68e-02    9.81e-02  1.00e-01    4.4e-04
 322400    2.17e+00  2.21e+00    1.96e-02  1.88e-02    1.03e-01  1.05e-01    4.4e-04
 322500    2.66e+00  2.55e+00    2.50e-03  1.69e-03    1.27e-01  1.21e-01    4.4e-04
 322600    2.41e+00  2.54e+00    3.86e-03  1.84e-03    1.15e-01  1.21e-01    4.4e-04
 322700    1.40e+00  1.32e+00    2.67e-03  4.03e-04    6.69e-02  6.26e-02    4.4e-04
 322800    2.45e+00  2.21e+00    2.65e-02  2.46e-02    1.16e-01  1.04e-01    4.4e-04
 322900    2.30e+00  2.53e+00    4.43e-03  5.93e-03    1.09e-01  1.20e-01    4.4e-04
 323000    2.47e+00  2.51e+00    1.98e-02  1.83e-02    1.17e-01  1.19e-01    4.4e-04
 323100    5.05e+00  4.88e+00    2.03e-01  1.89e-01    2.20e-01  2.14e-01    4.4e-04
 323200    2.57e+00  2.46e+00    5.99e-03  1.04e-02    1.22e-01  1.17e-01    4.4e-04
 323300    2.55e+00  2.33e+00    5.96e-03  8.80e-03    1.22e-01  1.11e-01    4.4e-04
 323400    3.54e+00  3.73e+00    2.21e-02  2.17e-02    1.68e-01  1.77e-01    4.4e-04
 323500    2.52e+00  2.71e+00    4.32e-03  1.12e-03    1.20e-01  1.29e-01    4.4e-04
 323600    2.40e+00  2.04e+00    9.21e-03  1.18e-02    1.14e-01  9.72e-02    4.4e-04
 323700    2.66e+00  2.61e+00    7.36e-03  1.56e-03    1.27e-01  1.24e-01    4.4e-04
 323800    3.34e+00  3.20e+00    7.38e-03  8.98e-03    1.59e-01  1.53e-01    4.4e-04
 323900    1.47e+00  1.65e+00    9.03e-03  3.35e-03    7.01e-02  7.84e-02    4.4e-04
 324000    2.59e+00  2.60e+00    7.14e-03  3.98e-03    1.23e-01  1.24e-01    4.4e-04
 324100    2.10e+00  2.44e+00    1.00e-02  7.99e-03    9.99e-02  1.16e-01    4.4e-04
 324200    2.45e+00  2.62e+00    2.73e-02  2.51e-02    1.16e-01  1.24e-01    4.4e-04
 324300    2.40e+00  2.26e+00    1.58e-02  1.21e-02    1.14e-01  1.08e-01    4.4e-04
 324400    2.39e+00  2.56e+00    6.51e-03  1.19e-02    1.14e-01  1.22e-01    4.4e-04
 324500    1.43e+00  1.17e+00    2.01e-02  2.57e-02    6.73e-02  5.40e-02    4.4e-04
 324600    1.57e+00  1.48e+00    1.23e-02  1.16e-02    7.46e-02  7.01e-02    4.4e-04
 324700    1.48e+00  1.31e+00    1.08e-02  1.41e-02    7.05e-02  6.22e-02    4.4e-04
 324800    3.25e+00  2.62e+00    4.22e-03  2.78e-03    1.55e-01  1.25e-01    4.4e-04
 324900    2.27e+00  2.13e+00    5.52e-03  8.70e-03    1.08e-01  1.02e-01    4.4e-04
 325000    9.94e-01  9.14e-01    1.76e-02  1.90e-02    4.70e-02  4.31e-02    4.4e-04
 325100    2.13e+00  2.22e+00    1.81e-02  1.83e-02    1.01e-01  1.05e-01    4.4e-04
 325200    2.39e+00  2.25e+00    1.05e-02  1.16e-02    1.14e-01  1.07e-01    4.4e-04
 325300    3.42e+00  4.26e+00    1.69e-02  2.37e-02    1.63e-01  2.03e-01    4.4e-04
 325400    2.44e+00  2.61e+00    1.53e-02  7.75e-03    1.16e-01  1.24e-01    4.4e-04
 325500    2.23e+00  2.02e+00    1.39e-02  1.52e-02    1.06e-01  9.59e-02    4.4e-04
 325600    2.67e+00  2.76e+00    2.00e-03  2.68e-03    1.27e-01  1.31e-01    4.4e-04
 325700    2.39e+00  2.48e+00    9.88e-03  5.72e-03    1.14e-01  1.18e-01    4.4e-04
 325800    2.60e+00  2.64e+00    1.57e-02  1.59e-02    1.24e-01  1.26e-01    4.4e-04
 325900    2.39e+00  2.28e+00    2.08e-02  2.03e-02    1.13e-01  1.08e-01    4.4e-04
 326000    1.15e+00  1.19e+00    5.47e-02  5.68e-02    5.18e-02  5.38e-02    4.4e-04
 326100    2.77e+00  2.57e+00    9.06e-03  9.35e-03    1.32e-01  1.22e-01    4.4e-04
 326200    2.72e+00  2.69e+00    1.75e-02  1.68e-02    1.29e-01  1.28e-01    4.4e-04
 326300    2.06e+00  1.87e+00    1.66e-02  1.49e-02    9.78e-02  8.89e-02    4.4e-04
 326400    2.40e+00  2.42e+00    4.21e-03  4.36e-03    1.14e-01  1.15e-01    4.4e-04
 326500    2.09e+00  2.22e+00    1.15e-02  7.53e-03    9.95e-02  1.06e-01    4.4e-04
 326600    2.73e+00  2.80e+00    2.52e-02  2.29e-02    1.29e-01  1.33e-01    4.4e-04
 326700    2.51e+00  2.42e+00    1.97e-02  2.45e-02    1.19e-01  1.15e-01    4.4e-04
 326800    2.65e+00  2.60e+00    6.41e-03  4.67e-03    1.26e-01  1.24e-01    4.4e-04
 326900    2.93e+00  2.98e+00    3.90e-03  3.25e-03    1.40e-01  1.42e-01    4.4e-04
 327000    1.99e+00  2.26e+00    1.18e-02  1.29e-02    9.46e-02  1.08e-01    4.4e-04
 327100    1.49e+00  1.57e+00    1.86e-02  2.70e-02    7.02e-02  7.35e-02    4.4e-04
 327200    2.07e+00  1.88e+00    6.03e-03  5.21e-03    9.86e-02  8.95e-02    4.4e-04
 327300    1.10e+00  1.16e+00    1.67e-02  1.64e-02    5.21e-02  5.50e-02    4.4e-04
 327400    2.76e+00  2.58e+00    1.16e-02  9.41e-03    1.31e-01  1.23e-01    4.4e-04
 327500    2.39e+00  2.36e+00    4.99e-03  6.87e-03    1.14e-01  1.12e-01    4.4e-04
 327600    1.88e+00  1.25e+00    3.51e-02  3.23e-02    8.93e-02  5.93e-02    4.4e-04
 327700    1.59e+00  1.55e+00    1.51e-03  2.52e-03    7.55e-02  7.37e-02    4.4e-04
 327800    2.27e+00  2.68e+00    1.84e-02  1.32e-02    1.08e-01  1.27e-01    4.4e-04
 327900    3.44e+00  3.42e+00    6.60e-03  3.79e-03    1.64e-01  1.63e-01    4.4e-04
 328000    2.66e+00  2.31e+00    5.49e-03  5.40e-03    1.27e-01  1.10e-01    4.4e-04
 328100    2.41e+00  2.32e+00    7.03e-03  9.98e-03    1.15e-01  1.10e-01    4.4e-04
 328200    2.48e+00  2.47e+00    1.55e-02  1.93e-02    1.18e-01  1.17e-01    4.4e-04
 328300    2.51e+00  2.65e+00    5.39e-03  5.11e-04    1.19e-01  1.26e-01    4.4e-04
 328400    1.27e+00  1.42e+00    8.70e-03  7.87e-03    6.04e-02  6.77e-02    4.4e-04
 328500    1.47e+00  1.39e+00    6.76e-03  6.84e-03    7.01e-02  6.60e-02    4.4e-04
 328600    2.45e+00  2.12e+00    4.96e-03  4.05e-03    1.17e-01  1.01e-01    4.4e-04
 328700    2.02e+00  1.94e+00    1.31e-02  1.05e-02    9.61e-02  9.24e-02    4.4e-04
 328800    1.99e+00  2.00e+00    1.54e-02  1.45e-02    9.47e-02  9.49e-02    4.4e-04
 328900    2.58e+00  2.34e+00    5.57e-03  4.20e-03    1.23e-01  1.11e-01    4.4e-04
 329000    2.49e+00  2.25e+00    2.30e-02  2.21e-02    1.18e-01  1.07e-01    4.4e-04
 329100    2.75e+00  2.52e+00    2.53e-03  3.85e-03    1.31e-01  1.20e-01    4.4e-04
 329200    1.99e+00  1.85e+00    9.90e-03  7.25e-03    9.45e-02  8.82e-02    4.4e-04
 329300    1.61e+00  1.95e+00    9.46e-03  1.36e-02    7.67e-02  9.24e-02    4.4e-04
 329400    2.33e+00  2.59e+00    3.46e-03  3.05e-03    1.11e-01  1.23e-01    4.4e-04
 329500    1.39e+00  1.93e+00    1.54e-02  1.20e-02    6.57e-02  9.19e-02    4.4e-04
 329600    2.02e+00  1.90e+00    9.00e-03  9.72e-03    9.61e-02  9.03e-02    4.4e-04
 329700    2.05e+00  1.87e+00    1.12e-02  7.74e-03    9.74e-02  8.88e-02    4.4e-04
 329800    1.96e+00  1.92e+00    5.05e-03  9.82e-03    9.35e-02  9.15e-02    4.4e-04
 329900    2.46e+00  2.22e+00    4.59e-03  5.14e-03    1.17e-01  1.06e-01    4.4e-04
 330000    2.06e+00  2.00e+00    2.33e-02  2.15e-02    9.76e-02  9.48e-02    4.4e-04
 330100    2.19e+00  2.26e+00    2.47e-02  2.53e-02    1.04e-01  1.07e-01    4.4e-04
 330200    1.34e+00  1.35e+00    2.44e-03  2.49e-03    6.38e-02  6.42e-02    4.4e-04
 330300    2.55e+00  2.15e+00    2.41e-02  2.49e-02    1.21e-01  1.02e-01    4.4e-04
 330400    3.39e+00  3.22e+00    2.18e-02  1.78e-02    1.61e-01  1.53e-01    4.4e-04
 330500    2.44e+00  1.97e+00    5.38e-03  3.75e-04    1.16e-01  9.36e-02    4.4e-04
 330600    3.24e+00  2.74e+00    2.90e-02  2.78e-02    1.54e-01  1.30e-01    4.4e-04
 330700    2.39e+00  2.22e+00    1.63e-02  2.18e-02    1.14e-01  1.05e-01    4.4e-04
 330800    2.44e+00  2.33e+00    2.91e-02  2.91e-02    1.15e-01  1.10e-01    4.4e-04
 330900    1.43e+00  1.29e+00    1.36e-02  1.30e-02    6.80e-02  6.11e-02    4.4e-04
 331000    2.61e+00  2.69e+00    6.26e-03  4.43e-03    1.24e-01  1.28e-01    4.4e-04
 331100    3.45e+00  3.38e+00    9.48e-03  1.32e-02    1.64e-01  1.61e-01    4.4e-04
 331200    2.12e+00  1.91e+00    1.86e-02  1.86e-02    1.00e-01  9.05e-02    4.4e-04
 331300    2.38e+00  3.02e+00    1.07e-02  1.70e-02    1.13e-01  1.43e-01    4.4e-04
 331400    2.75e+00  3.90e+00    1.37e-02  7.50e-03    1.31e-01  1.86e-01    4.4e-04
 331500    2.35e+00  2.17e+00    3.06e-03  2.79e-04    1.12e-01  1.04e-01    4.4e-04
 331600    1.42e+00  1.77e+00    2.73e-02  2.76e-02    6.65e-02  8.34e-02    4.4e-04
 331700    1.97e+00  1.20e+00    2.32e-02  2.37e-02    9.36e-02  5.71e-02    4.4e-04
 331800    2.37e+00  2.25e+00    4.85e-03  4.73e-03    1.13e-01  1.07e-01    4.4e-04
 331900    2.30e+00  2.46e+00    6.62e-03  4.85e-03    1.10e-01  1.17e-01    4.4e-04
 332000    2.39e+00  2.63e+00    7.46e-03  9.02e-03    1.14e-01  1.25e-01    4.4e-04
 332100    2.38e+00  2.34e+00    2.50e-03  2.74e-03    1.13e-01  1.11e-01    4.4e-04
 332200    1.09e+00  1.12e+00    5.58e-02  5.47e-02    4.84e-02  5.06e-02    4.4e-04
 332300    2.41e+00  2.39e+00    2.35e-02  2.34e-02    1.14e-01  1.13e-01    4.4e-04
 332400    2.24e+00  2.55e+00    2.77e-02  2.76e-02    1.06e-01  1.21e-01    4.4e-04
 332500    1.37e+00  1.41e+00    1.44e-02  1.44e-02    6.49e-02  6.70e-02    4.4e-04
 332600    2.36e+00  2.02e+00    8.20e-03  1.11e-02    1.12e-01  9.62e-02    4.4e-04
 332700    2.04e+00  2.42e+00    1.15e-02  9.92e-03    9.70e-02  1.15e-01    4.4e-04
 332800    1.60e+00  8.87e-01    2.00e-02  2.03e-02    7.60e-02  4.22e-02    4.4e-04
 332900    2.45e+00  2.41e+00    7.12e-03  2.20e-03    1.17e-01  1.15e-01    4.4e-04
 333000    2.15e+00  2.25e+00    1.56e-02  1.74e-02    1.02e-01  1.07e-01    4.4e-04
 333100    1.23e+00  1.28e+00    8.06e-02  8.25e-02    5.25e-02  5.50e-02    4.4e-04
 333200    2.39e+00  2.16e+00    5.63e-03  5.51e-03    1.14e-01  1.03e-01    4.4e-04
 333300    2.41e+00  2.12e+00    1.56e-02  1.98e-02    1.14e-01  1.01e-01    4.4e-04
 333400    1.38e+00  1.34e+00    2.76e-03  1.46e-03    6.59e-02  6.36e-02    4.4e-04
 333500    2.40e+00  2.48e+00    1.33e-02  1.32e-02    1.14e-01  1.18e-01    4.4e-04
 333600    2.38e+00  2.06e+00    1.56e-03  1.62e-04    1.14e-01  9.82e-02    4.4e-04
 333700    2.44e+00  2.43e+00    1.50e-02  1.13e-02    1.16e-01  1.15e-01    4.4e-04
 333800    2.43e+00  2.38e+00    1.58e-02  1.55e-02    1.16e-01  1.13e-01    4.4e-04
 333900    2.39e+00  2.59e+00    2.10e-02  1.75e-02    1.13e-01  1.23e-01    4.4e-04
 334000    2.03e+00  9.72e-01    3.04e-03  7.26e-03    9.68e-02  4.63e-02    4.4e-04
 334100    2.40e+00  2.52e+00    4.72e-03  1.10e-02    1.15e-01  1.20e-01    4.4e-04
 334200    2.74e+00  2.34e+00    2.21e-02  2.26e-02    1.30e-01  1.11e-01    4.4e-04
 334300    2.15e+00  2.05e+00    1.50e-02  1.65e-02    1.02e-01  9.73e-02    4.4e-04
 334400    1.38e+00  1.25e+00    1.64e-02  1.19e-02    6.50e-02  5.93e-02    4.4e-04
 334500    1.99e+00  2.27e+00    4.35e-03  4.68e-03    9.47e-02  1.08e-01    4.4e-04
 334600    3.36e+00  3.00e+00    1.70e-02  1.81e-02    1.60e-01  1.43e-01    4.4e-04
 334700    2.62e+00  2.43e+00    2.54e-02  2.82e-02    1.24e-01  1.15e-01    4.4e-04
 334800    2.25e+00  2.12e+00    3.68e-02  3.59e-02    1.06e-01  9.97e-02    4.4e-04
 334900    1.40e+00  1.26e+00    1.31e-02  8.93e-03    6.64e-02  6.01e-02    4.4e-04
 335000    2.41e+00  2.30e+00    9.78e-03  4.89e-03    1.15e-01  1.09e-01    4.4e-04
 335100    2.72e+00  2.51e+00    1.11e-03  7.15e-04    1.29e-01  1.20e-01    4.4e-04
 335200    2.34e+00  2.01e+00    1.78e-02  1.56e-02    1.11e-01  9.55e-02    4.4e-04
 335300    2.37e+00  2.26e+00    4.73e-03  1.98e-03    1.13e-01  1.08e-01    4.4e-04
 335400    2.57e+00  2.80e+00    5.22e-03  1.16e-02    1.22e-01  1.33e-01    4.4e-04
 335500    2.38e+00  2.30e+00    4.99e-03  9.19e-03    1.13e-01  1.10e-01    4.4e-04
 335600    2.03e+00  2.20e+00    1.63e-02  1.72e-02    9.64e-02  1.05e-01    4.4e-04
 335700    2.37e+00  2.29e+00    2.13e-02  2.06e-02    1.13e-01  1.09e-01    4.4e-04
 335800    2.36e+00  2.17e+00    8.26e-03  1.08e-02    1.12e-01  1.03e-01    4.4e-04
 335900    2.33e+00  2.29e+00    6.88e-03  3.11e-03    1.11e-01  1.09e-01    4.4e-04
 336000    1.70e+00  1.12e+00    8.44e-03  8.15e-03    8.11e-02  5.33e-02    4.4e-04
 336100    2.65e+00  2.48e+00    4.20e-03  1.70e-03    1.26e-01  1.18e-01    4.4e-04
 336200    2.19e+00  2.05e+00    8.28e-03  1.42e-03    1.04e-01  9.75e-02    4.4e-04
 336300    2.42e+00  2.25e+00    1.87e-02  1.61e-02    1.15e-01  1.07e-01    4.4e-04
 336400    3.22e+00  3.12e+00    1.58e-02  1.47e-02    1.53e-01  1.49e-01    4.4e-04
 336500    2.01e+00  2.02e+00    1.20e-02  1.10e-02    9.55e-02  9.60e-02    4.4e-04
 336600    2.03e+00  1.99e+00    1.91e-02  1.93e-02    9.67e-02  9.47e-02    4.4e-04
 336700    2.37e+00  2.28e+00    1.44e-02  1.33e-02    1.13e-01  1.08e-01    4.4e-04
 336800    2.54e+00  2.30e+00    1.70e-02  1.99e-02    1.21e-01  1.09e-01    4.4e-04
 336900    1.70e+00  1.47e+00    5.16e-02  4.98e-02    8.10e-02  6.97e-02    4.4e-04
 337000    2.55e+00  2.35e+00    8.25e-03  4.55e-03    1.22e-01  1.12e-01    4.4e-04
 337100    2.42e+00  2.44e+00    1.45e-02  1.08e-02    1.15e-01  1.16e-01    4.4e-04
 337200    3.31e+00  3.02e+00    1.91e-02  2.08e-02    1.57e-01  1.43e-01    4.4e-04
