# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
1889500    2.50e-01  2.22e-01    4.58e-03  3.57e-03    8.05e-02  7.21e-02    8.1e-06
1889600    2.78e-01  3.21e-01    2.18e-03  8.60e-04    9.20e-02  1.07e-01    8.1e-06
1889700    2.76e-01  2.89e-01    1.76e-03  5.96e-04    9.14e-02  9.62e-02    8.1e-06
1889800    2.79e-01  2.40e-01    2.02e-03  1.02e-04    9.22e-02  7.99e-02    8.1e-06
1889900    2.76e-01  2.85e-01    2.14e-03  1.03e-03    9.14e-02  9.46e-02    8.1e-06
1890000    2.36e-01  2.48e-01    1.06e-03  2.42e-04    7.84e-02  8.25e-02    8.1e-06
1890100    2.78e-01  3.82e-01    1.68e-03  9.76e-04    9.21e-02  1.27e-01    8.1e-06
1890200    2.79e-01  2.49e-01    2.30e-03  4.28e-04    9.23e-02  8.28e-02    8.1e-06
1890300    2.41e-01  2.60e-01    1.21e-03  1.41e-03    8.01e-02  8.63e-02    8.1e-06
1890400    2.80e-01  3.44e-01    4.05e-03  1.04e-03    9.14e-02  1.14e-01    8.1e-06
1890500    3.94e-01  3.30e-01    5.17e-03  4.82e-03    1.29e-01  1.08e-01    8.1e-06
1890600    2.78e-01  3.01e-01    2.14e-03  2.64e-04    9.19e-02  1.00e-01    8.1e-06
1890700    1.69e-01  1.58e-01    1.18e-03  1.02e-03    5.58e-02  5.22e-02    8.1e-06
1890800    2.76e-01  3.29e-01    1.76e-03  6.54e-04    9.13e-02  1.09e-01    8.1e-06
1890900    2.77e-01  2.74e-01    6.56e-03  7.18e-03    8.76e-02  8.53e-02    8.1e-06
1891000    2.78e-01  2.44e-01    1.97e-03  8.34e-05    9.20e-02  8.12e-02    8.1e-06
1891100    2.79e-01  2.57e-01    2.00e-03  9.30e-04    9.23e-02  8.53e-02    8.1e-06
1891200    1.56e-01  1.72e-01    3.14e-03  2.50e-03    4.98e-02  5.59e-02    8.1e-06
1891300    2.76e-01  2.44e-01    1.82e-03  1.37e-03    9.14e-02  8.08e-02    8.1e-06
1891400    2.41e-01  2.14e-01    2.90e-03  2.56e-03    7.96e-02  7.09e-02    8.1e-06
1891500    2.76e-01  2.44e-01    1.77e-03  1.15e-03    9.15e-02  8.11e-02    8.1e-06
1891600    2.82e-01  3.50e-01    3.60e-03  6.60e-03    9.24e-02  1.13e-01    8.1e-06
1891700    1.66e-01  1.01e-01    3.55e-03  3.46e-03    5.53e-02  3.36e-02    8.1e-06
1891800    3.02e-01  3.29e-01    1.35e-03  1.78e-03    1.00e-01  1.09e-01    8.1e-06
1891900    2.40e-01  3.06e-01    1.14e-03  2.09e-03    7.97e-02  1.02e-01    8.1e-06
1892000    2.78e-01  2.63e-01    1.96e-03  1.66e-03    9.19e-02  8.71e-02    8.1e-06
1892100    2.78e-01  2.82e-01    1.97e-03  1.39e-03    9.20e-02  9.37e-02    8.1e-06
1892200    2.80e-01  2.69e-01    3.14e-03  3.65e-03    9.22e-02  8.79e-02    8.1e-06
1892300    2.79e-01  1.66e-01    3.16e-03  1.89e-04    9.19e-02  5.52e-02    8.1e-06
1892400    2.80e-01  3.33e-01    3.61e-03  2.36e-03    9.18e-02  1.10e-01    8.1e-06
1892500    2.79e-01  2.84e-01    3.09e-03  3.40e-03    9.18e-02  9.32e-02    8.1e-06
1892600    1.78e-01  1.84e-01    4.80e-03  2.82e-03    5.48e-02  5.98e-02    8.1e-06
1892700    1.51e-01  1.42e-01    9.79e-04  4.16e-04    4.99e-02  4.72e-02    8.1e-06
1892800    1.29e-01  1.23e-01    3.38e-03  2.65e-03    4.19e-02  4.03e-02    8.1e-06
1892900    1.67e-01  1.55e-01    1.89e-03  7.02e-04    5.48e-02  5.16e-02    8.1e-06
1893000    1.32e-01  1.51e-01    5.11e-03  6.37e-03    4.10e-02  4.64e-02    8.1e-06
1893100    2.78e-01  2.55e-01    1.95e-03  3.17e-03    9.19e-02  8.37e-02    8.1e-06
1893200    2.76e-01  2.86e-01    1.87e-03  9.55e-04    9.13e-02  9.51e-02    8.1e-06
1893300    2.81e-01  1.38e+00    4.42e-03  8.13e-02    9.13e-02  2.87e-01    8.1e-06
1893400    2.76e-01  2.87e-01    1.98e-03  2.40e-03    9.13e-02  9.48e-02    8.1e-06
1893500    2.45e-01  2.50e-01    4.73e-03  6.07e-03    7.87e-02  7.86e-02    8.1e-06
1893600    2.78e-01  3.05e-01    2.04e-03  1.53e-04    9.19e-02  1.01e-01    8.1e-06
1893700    2.79e-01  2.46e-01    2.32e-03  2.93e-03    9.21e-02  8.08e-02    8.1e-06
1893800    2.40e-01  2.93e-01    1.09e-03  8.39e-04    7.98e-02  9.73e-02    8.1e-06
1893900    2.79e-01  3.11e-01    2.61e-03  5.86e-04    9.20e-02  1.03e-01    8.1e-06
1894000    2.36e-01  2.24e-01    1.13e-03  8.93e-04    7.84e-02  7.43e-02    8.1e-06
1894100    2.78e-01  2.51e-01    2.42e-03  5.94e-05    9.19e-02  8.34e-02    8.1e-06
1894200    2.76e-01  2.64e-01    1.86e-03  2.74e-03    9.14e-02  8.68e-02    8.1e-06
1894300    1.51e-01  1.55e-01    1.08e-03  3.45e-04    4.98e-02  5.16e-02    8.1e-06
1894400    1.52e-01  1.63e-01    1.74e-03  1.34e-03    4.99e-02  5.40e-02    8.1e-06
1894500    2.36e-01  2.32e-01    1.15e-03  2.15e-04    7.84e-02  7.72e-02    8.1e-06
1894600    4.20e-01  4.31e-01    1.47e-03  1.65e-03    1.39e-01  1.43e-01    8.1e-06
1894700    2.77e-01  3.08e-01    1.02e-03  2.16e-04    9.21e-02  1.02e-01    8.1e-06
1894800    2.36e-01  2.47e-01    1.10e-03  3.23e-04    7.84e-02  8.20e-02    8.1e-06
1894900    2.80e-01  3.06e-01    2.99e-03  3.65e-03    9.23e-02  1.00e-01    8.1e-06
1895000    2.77e-01  2.70e-01    2.68e-03  3.99e-03    9.15e-02  8.80e-02    8.1e-06
1895100    2.78e-01  2.93e-01    2.05e-03  5.65e-04    9.18e-02  9.73e-02    8.1e-06
1895200    2.78e-01  2.40e-01    1.95e-03  2.10e-03    9.21e-02  7.91e-02    8.1e-06
1895300    1.69e-01  1.57e-01    2.60e-03  3.10e-03    5.48e-02  5.02e-02    8.1e-06
1895400    2.83e-01  2.99e-01    4.41e-03  4.00e-03    9.19e-02  9.77e-02    8.1e-06
1895500    2.87e-01  2.88e-01    3.67e-03  3.89e-03    9.39e-02  9.42e-02    8.1e-06
1895600    1.57e-01  1.56e-01    3.28e-03  3.12e-03    4.98e-02  5.00e-02    8.1e-06
1895700    2.79e-01  2.66e-01    2.07e-03  6.55e-04    9.23e-02  8.85e-02    8.1e-06
1895800    1.66e-01  1.57e-01    9.41e-04  1.44e-04    5.50e-02  5.21e-02    8.1e-06
1895900    2.39e-01  2.52e-01    9.34e-04  1.20e-03    7.96e-02  8.37e-02    8.1e-06
1896000    2.37e-01  2.12e-01    1.35e-03  1.06e-04    7.85e-02  7.04e-02    8.1e-06
1896100    2.76e-01  2.86e-01    1.87e-03  1.58e-03    9.13e-02  9.47e-02    8.1e-06
1896200    2.80e-01  2.84e-01    2.76e-03  5.26e-04    9.21e-02  9.45e-02    8.1e-06
1896300    3.89e-01  4.11e-01    1.80e-03  1.43e-03    1.29e-01  1.36e-01    8.1e-06
1896400    2.79e-01  2.62e-01    2.84e-03  1.71e-03    9.19e-02  8.66e-02    8.1e-06
1896500    2.78e-01  2.48e-01    1.60e-03  1.41e-03    9.22e-02  8.24e-02    8.1e-06
1896600    1.66e-01  1.45e-01    6.01e-04  9.03e-04    5.51e-02  4.81e-02    8.1e-06
1896700    2.37e-01  2.35e-01    2.09e-03  2.73e-03    7.84e-02  7.72e-02    8.1e-06
1896800    3.40e-01  2.72e-01    1.22e-03  8.28e-04    1.13e-01  9.04e-02    8.1e-06
1896900    2.78e-01  3.23e-01    1.34e-03  3.05e-04    9.21e-02  1.07e-01    8.1e-06
1897000    2.77e-01  2.48e-01    1.80e-03  4.50e-04    9.18e-02  8.23e-02    8.1e-06
1897100    2.78e-01  2.48e-01    2.14e-03  4.00e-03    9.20e-02  8.04e-02    8.1e-06
1897200    2.36e-01  3.06e-01    1.03e-03  3.09e-03    7.83e-02  1.01e-01    8.1e-06
1897300    1.55e-01  2.01e-01    1.04e-02  1.07e-02    4.10e-02  5.88e-02    8.1e-06
1897400    2.37e-01  2.26e-01    1.78e-03  1.58e-03    7.84e-02  7.48e-02    8.1e-06
1897500    1.74e-01  1.51e-01    3.99e-03  3.88e-03    5.48e-02  4.68e-02    8.1e-06
1897600    2.76e-01  2.80e-01    2.11e-03  1.35e-04    9.13e-02  9.29e-02    8.1e-06
1897700    2.37e-01  2.25e-01    1.57e-03  6.09e-04    7.84e-02  7.48e-02    8.1e-06
1897800    2.76e-01  2.79e-01    2.39e-03  1.09e-03    9.12e-02  9.25e-02    8.1e-06
1897900    1.66e-01  1.34e-01    9.14e-04  9.46e-04    5.50e-02  4.45e-02    8.1e-06
1898000    2.80e-01  2.73e-01    3.30e-03  1.99e-03    9.20e-02  9.02e-02    8.1e-06
1898100    3.90e-01  3.87e-01    2.78e-03  6.06e-04    1.29e-01  1.29e-01    8.1e-06
1898200    4.20e-01  4.52e-01    2.90e-03  1.73e-03    1.39e-01  1.50e-01    8.1e-06
1898300    3.40e-01  3.74e-01    1.29e-03  1.46e-03    1.13e-01  1.24e-01    8.1e-06
1898400    2.50e-01  2.23e-01    4.56e-03  2.61e-04    8.07e-02  7.42e-02    8.1e-06
1898500    2.79e-01  2.96e-01    2.01e-03  2.04e-04    9.22e-02  9.83e-02    8.1e-06
1898600    2.79e-01  2.80e-01    2.71e-03  3.19e-03    9.19e-02  9.21e-02    8.1e-06
1898700    2.77e-01  2.56e-01    2.75e-03  3.57e-06    9.14e-02  8.52e-02    8.1e-06
1898800    2.80e-01  2.80e-01    3.08e-03  1.83e-03    9.22e-02  9.28e-02    8.1e-06
1898900    2.80e-01  2.60e-01    3.34e-03  1.50e-05    9.21e-02  8.66e-02    8.1e-06
1899000    3.48e-01  3.49e-01    1.85e-03  7.49e-04    1.15e-01  1.16e-01    8.1e-06
1899100    2.78e-01  2.80e-01    1.94e-03  2.02e-04    9.20e-02  9.31e-02    8.1e-06
1899200    2.78e-01  3.44e-01    1.38e-03  1.11e-03    9.21e-02  1.14e-01    8.1e-06
1899300    1.68e-01  1.65e-01    2.43e-03  1.94e-03    5.48e-02  5.40e-02    8.1e-06
1899400    1.66e-01  2.03e-01    8.33e-04  1.38e-04    5.49e-02  6.76e-02    8.1e-06
1899500    2.78e-01  2.50e-01    2.09e-03  1.18e-03    9.18e-02  8.29e-02    8.1e-06
1899600    4.18e-01  4.15e-01    1.88e-03  3.72e-04    1.39e-01  1.38e-01    8.1e-06
1899700    3.40e-01  3.24e-01    1.27e-03  8.88e-04    1.13e-01  1.08e-01    8.1e-06
1899800    2.77e-01  2.52e-01    2.79e-03  3.42e-03    9.12e-02  8.24e-02    8.1e-06
1899900    1.50e-01  1.50e-01    5.46e-04  6.44e-04    4.99e-02  4.98e-02    8.1e-06
1900000    2.74e-01  2.59e-01    3.30e-03  1.09e-03    9.20e-02  8.80e-02    7.7e-06
1900100    2.71e-01  2.17e-01    1.12e-03  1.47e-03    9.21e-02  7.35e-02    7.7e-06
1900200    2.74e-01  2.32e-01    3.36e-03  3.15e-03    9.19e-02  7.77e-02    7.7e-06
1900300    2.73e-01  2.33e-01    1.50e-03  9.00e-04    9.25e-02  7.90e-02    7.7e-06
1900400    1.64e-01  1.79e-01    2.12e-03  1.74e-03    5.49e-02  6.04e-02    7.7e-06
1900500    2.72e-01  2.50e-01    2.51e-03  1.89e-03    9.18e-02  8.46e-02    7.7e-06
1900600    4.09e-01  4.53e-01    1.54e-03  9.73e-04    1.39e-01  1.54e-01    7.7e-06
1900700    2.33e-01  2.35e-01    2.42e-03  2.87e-03    7.84e-02  7.87e-02    7.7e-06
1900800    2.73e-01  2.57e-01    2.71e-03  9.79e-04    9.19e-02  8.74e-02    7.7e-06
1900900    2.71e-01  3.58e-01    2.41e-03  2.33e-03    9.15e-02  1.21e-01    7.7e-06
1901000    2.72e-01  2.96e-01    2.07e-03  6.82e-04    9.20e-02  1.01e-01    7.7e-06
1901100    2.73e-01  3.52e-01    2.27e-03  1.18e-03    9.22e-02  1.19e-01    7.7e-06
1901200    1.29e-01  1.20e-01    4.81e-03  4.61e-03    4.14e-02  3.84e-02    7.7e-06
1901300    2.45e-01  2.40e-01    4.63e-03  5.42e-05    8.08e-02  8.18e-02    7.7e-06
1901400    2.72e-01  2.39e-01    2.12e-03  1.35e-03    9.18e-02  8.09e-02    7.7e-06
1901500    2.73e-01  2.72e-01    2.95e-03  2.95e-03    9.20e-02  9.16e-02    7.7e-06
1901600    2.46e-01  2.68e-01    4.70e-03  5.43e-03    8.10e-02  8.77e-02    7.7e-06
1901700    2.46e-01  2.39e-01    5.85e-03  4.73e-03    7.92e-02  7.83e-02    7.7e-06
1901800    2.31e-01  2.30e-01    1.27e-03  1.37e-03    7.84e-02  7.81e-02    7.7e-06
1901900    2.74e-01  3.07e-01    2.78e-03  4.19e-03    9.22e-02  1.03e-01    7.7e-06
1902000    2.72e-01  2.33e-01    1.57e-03  4.60e-04    9.23e-02  7.92e-02    7.7e-06
1902100    2.43e-01  2.35e-01    4.50e-03  5.19e-03    8.02e-02  7.64e-02    7.7e-06
1902200    2.31e-01  2.99e-01    1.27e-03  1.69e-03    7.84e-02  1.02e-01    7.7e-06
1902300    3.36e-01  3.03e-01    1.31e-03  1.79e-03    1.14e-01  1.03e-01    7.7e-06
1902400    2.72e-01  2.89e-01    2.03e-03  2.83e-04    9.20e-02  9.84e-02    7.7e-06
1902500    2.71e-01  2.57e-01    1.99e-03  9.11e-04    9.19e-02  8.72e-02    7.7e-06
1902600    2.36e-01  2.37e-01    3.91e-03  2.73e-03    7.84e-02  7.96e-02    7.7e-06
1902700    2.72e-01  3.83e-01    1.75e-03  6.34e-04    9.22e-02  1.30e-01    7.7e-06
1902800    2.73e-01  2.35e-01    2.45e-03  2.33e-03    9.23e-02  7.92e-02    7.7e-06
1902900    2.72e-01  3.50e-01    2.12e-03  1.85e-04    9.21e-02  1.19e-01    7.7e-06
1903000    2.71e-01  3.10e-01    1.06e-03  1.36e-03    9.22e-02  1.05e-01    7.7e-06
1903100    2.75e-01  2.24e-01    3.34e-03  3.70e-03    9.25e-02  7.42e-02    7.7e-06
1903200    2.72e-01  2.67e-01    2.21e-03  1.26e-03    9.21e-02  9.05e-02    7.7e-06
1903300    2.39e-01  2.63e-01    4.02e-03  7.88e-03    7.91e-02  8.22e-02    7.7e-06
1903400    4.08e-01  3.97e-01    2.03e-03  1.71e-04    1.39e-01  1.35e-01    7.7e-06
1903500    2.71e-01  3.25e-01    2.32e-03  1.37e-03    9.17e-02  1.10e-01    7.7e-06
1903600    2.44e-01  2.59e-01    5.53e-03  4.12e-03    7.91e-02  8.61e-02    7.7e-06
1903700    1.64e-01  1.71e-01    2.09e-03  1.94e-03    5.49e-02  5.74e-02    7.7e-06
1903800    2.62e-01  2.91e-01    4.15e-03  2.51e-03    8.73e-02  9.84e-02    7.7e-06
1903900    2.70e-01  2.97e-01    1.87e-03  1.92e-03    9.13e-02  1.01e-01    7.7e-06
1904000    1.62e-01  1.48e-01    7.93e-04  8.05e-04    5.49e-02  5.03e-02    7.7e-06
1904100    1.62e-01  1.46e-01    6.66e-04  3.89e-04    5.49e-02  4.97e-02    7.7e-06
1904200    2.75e-01  2.81e-01    3.74e-03  6.53e-03    9.21e-02  9.09e-02    7.7e-06
1904300    1.47e-01  1.48e-01    1.08e-03  9.08e-04    4.98e-02  5.02e-02    7.7e-06
1904400    2.32e-01  2.48e-01    1.99e-03  2.03e-04    7.84e-02  8.43e-02    7.7e-06
1904500    1.62e-01  1.50e-01    1.44e-03  2.15e-04    5.48e-02  5.10e-02    7.7e-06
1904600    2.35e-01  2.23e-01    1.42e-03  6.83e-04    7.99e-02  7.58e-02    7.7e-06
1904700    1.24e-01  1.20e-01    3.06e-03  2.10e-03    4.12e-02  4.03e-02    7.7e-06
1904800    1.22e-01  1.83e-01    1.67e-03  3.79e-04    4.12e-02  6.22e-02    7.7e-06
1904900    2.35e-01  2.15e-01    3.39e-03  4.25e-03    7.84e-02  7.06e-02    7.7e-06
1905000    1.47e-01  1.38e-01    1.21e-03  1.52e-03    4.98e-02  4.63e-02    7.7e-06
1905100    2.73e-01  2.82e-01    2.91e-03  1.81e-03    9.18e-02  9.55e-02    7.7e-06
1905200    2.72e-01  3.09e-01    1.98e-03  5.00e-04    9.19e-02  1.05e-01    7.7e-06
1905300    2.32e-01  2.18e-01    1.32e-03  1.46e-03    7.85e-02  7.40e-02    7.7e-06
1905400    2.72e-01  2.32e-01    1.05e-03  1.32e-03    9.22e-02  7.86e-02    7.7e-06
1905500    2.70e-01  2.99e-01    2.27e-03  1.28e-03    9.14e-02  1.01e-01    7.7e-06
1905600    3.81e-01  3.79e-01    2.74e-03  4.84e-04    1.29e-01  1.29e-01    7.7e-06
1905700    4.08e-01  3.47e-01    1.56e-03  1.20e-03    1.39e-01  1.18e-01    7.7e-06
1905800    2.68e-01  3.10e-01    6.04e-03  5.44e-03    8.69e-02  1.03e-01    7.7e-06
1905900    1.62e-01  1.84e-01    1.02e-03  1.67e-03    5.48e-02  6.22e-02    7.7e-06
1906000    1.62e-01  1.52e-01    6.61e-04  9.70e-04    5.50e-02  5.14e-02    7.7e-06
1906100    2.32e-01  2.15e-01    1.77e-03  9.53e-04    7.84e-02  7.31e-02    7.7e-06
1906200    2.39e-01  2.49e-01    4.23e-03  5.67e-03    7.90e-02  8.09e-02    7.7e-06
1906300    3.32e-01  3.63e-01    1.13e-03  3.48e-05    1.13e-01  1.23e-01    7.7e-06
1906400    2.72e-01  2.66e-01    1.97e-03  5.45e-04    9.22e-02  9.03e-02    7.7e-06
1906500    2.44e-01  2.44e-01    4.67e-03  4.18e-03    8.03e-02  8.09e-02    7.7e-06
1906600    2.74e-01  2.34e-01    3.31e-03  1.22e-03    9.20e-02  7.94e-02    7.7e-06
1906700    2.70e-01  2.46e-01    1.81e-03  1.46e-03    9.14e-02  8.33e-02    7.7e-06
1906800    2.41e-01  2.43e-01    4.81e-03  2.02e-03    7.92e-02  8.21e-02    7.7e-06
1906900    2.71e-01  2.68e-01    1.97e-03  1.42e-03    9.18e-02  9.11e-02    7.7e-06
1907000    2.72e-01  2.20e-01    1.96e-03  1.22e-03    9.20e-02  7.48e-02    7.7e-06
1907100    2.72e-01  3.50e-01    1.92e-03  8.07e-04    9.21e-02  1.19e-01    7.7e-06
1907200    2.73e-01  2.99e-01    2.84e-03  2.61e-03    9.19e-02  1.01e-01    7.7e-06
1907300    2.73e-01  3.10e-01    2.54e-03  1.07e-03    9.21e-02  1.05e-01    7.7e-06
1907400    3.33e-01  3.90e-01    1.13e-03  1.60e-03    1.13e-01  1.32e-01    7.7e-06
1907500    2.72e-01  2.93e-01    2.10e-03  7.66e-04    9.21e-02  9.95e-02    7.7e-06
1907600    2.35e-01  2.73e-01    1.70e-03  2.04e-03    7.97e-02  9.28e-02    7.7e-06
1907700    2.31e-01  2.55e-01    1.15e-03  2.44e-04    7.84e-02  8.69e-02    7.7e-06
1907800    1.65e-01  1.64e-01    2.23e-03  3.08e-03    5.50e-02  5.39e-02    7.7e-06
1907900    2.73e-01  2.84e-01    2.51e-03  3.29e-03    9.22e-02  9.55e-02    7.7e-06
1908000    2.72e-01  3.19e-01    2.31e-03  1.27e-03    9.20e-02  1.08e-01    7.7e-06
1908100    2.72e-01  2.94e-01    1.89e-03  1.11e-04    9.20e-02  1.00e-01    7.7e-06
1908200    2.36e-01  2.34e-01    1.54e-03  8.82e-04    8.01e-02  7.97e-02    7.7e-06
1908300    2.96e-01  3.09e-01    2.22e-03  2.21e-03    1.00e-01  1.05e-01    7.7e-06
1908400    1.49e-01  1.47e-01    2.09e-03  1.86e-03    4.98e-02  4.92e-02    7.7e-06
1908500    2.31e-01  2.21e-01    1.03e-03  1.75e-03    7.84e-02  7.48e-02    7.7e-06
1908600    1.66e-01  2.12e-01    2.97e-03  3.18e-03    5.49e-02  7.06e-02    7.7e-06
1908700    2.73e-01  2.59e-01    3.71e-03  4.33e-03    9.13e-02  8.58e-02    7.7e-06
1908800    3.37e-01  4.20e-01    1.27e-03  4.25e-03    1.15e-01  1.42e-01    7.7e-06
1908900    2.57e-01  2.46e-01    7.40e-03  8.33e-03    8.06e-02  7.47e-02    7.7e-06
1909000    2.96e-01  2.75e-01    7.50e-03  7.13e-03    9.47e-02  8.80e-02    7.7e-06
1909100    4.12e-01  4.36e-01    1.73e-03  1.35e-04    1.40e-01  1.48e-01    7.7e-06
1909200    1.48e-01  1.37e-01    1.73e-03  1.87e-03    4.98e-02  4.58e-02    7.7e-06
1909300    2.74e-01  2.82e-01    3.14e-03  1.54e-03    9.20e-02  9.58e-02    7.7e-06
1909400    2.32e-01  2.21e-01    1.64e-03  6.60e-04    7.86e-02  7.51e-02    7.7e-06
1909500    2.42e-01  2.52e-01    5.09e-03  8.60e-03    7.90e-02  7.64e-02    7.7e-06
1909600    3.32e-01  4.09e-01    1.36e-03  3.75e-03    1.13e-01  1.38e-01    7.7e-06
1909700    2.44e-01  2.41e-01    5.59e-03  3.28e-03    7.91e-02  8.06e-02    7.7e-06
1909800    1.23e-01  1.39e-01    2.20e-03  1.27e-03    4.11e-02  4.70e-02    7.7e-06
1909900    1.64e-01  1.45e-01    1.81e-03  4.98e-04    5.50e-02  4.94e-02    7.7e-06
1910000    3.33e-01  3.55e-01    1.82e-03  3.69e-03    1.13e-01  1.20e-01    7.7e-06
1910100    2.71e-01  2.40e-01    1.91e-03  1.80e-03    9.19e-02  8.14e-02    7.7e-06
1910200    4.10e-01  3.86e-01    2.88e-03  2.55e-03    1.39e-01  1.31e-01    7.7e-06
1910300    2.33e-01  2.05e-01    2.78e-03  5.96e-04    7.84e-02  6.98e-02    7.7e-06
1910400    3.39e-01  2.92e-01    1.02e-03  1.36e-03    1.15e-01  9.91e-02    7.7e-06
1910500    1.47e-01  1.49e-01    1.11e-03  1.44e-03    4.98e-02  5.02e-02    7.7e-06
1910600    2.38e-01  2.66e-01    4.01e-03  9.13e-03    7.88e-02  8.07e-02    7.7e-06
1910700    2.72e-01  2.52e-01    1.66e-03  8.42e-04    9.21e-02  8.58e-02    7.7e-06
1910800    2.70e-01  2.49e-01    2.18e-03  4.34e-03    9.12e-02  8.25e-02    7.7e-06
1910900    2.71e-01  2.81e-01    1.08e-03  1.49e-03    9.21e-02  9.54e-02    7.7e-06
1911000    2.77e-01  2.99e-01    7.77e-03  6.52e-03    8.75e-02  9.72e-02    7.7e-06
1911100    2.44e-01  2.16e-01    4.60e-03  2.04e-03    8.03e-02  7.29e-02    7.7e-06
1911200    3.34e-01  3.14e-01    1.02e-03  3.49e-04    1.13e-01  1.07e-01    7.7e-06
1911300    1.66e-01  1.66e-01    2.49e-03  2.16e-03    5.51e-02  5.56e-02    7.7e-06
1911400    2.36e-01  9.94e-02    2.26e-03  1.05e-03    7.99e-02  3.37e-02    7.7e-06
1911500    2.49e-01  2.56e-01    5.79e-03  9.59e-03    8.07e-02  7.56e-02    7.7e-06
1911600    2.73e-01  2.48e-01    2.87e-03  8.06e-04    9.18e-02  8.44e-02    7.7e-06
1911700    2.73e-01  2.86e-01    3.48e-03  1.68e-03    9.14e-02  9.68e-02    7.7e-06
1911800    3.32e-01  3.51e-01    1.23e-03  1.04e-03    1.13e-01  1.19e-01    7.7e-06
1911900    1.23e-01  1.18e-01    1.66e-03  8.15e-04    4.14e-02  4.02e-02    7.7e-06
1912000    2.73e-01  2.64e-01    3.05e-03  1.88e-03    9.18e-02  8.94e-02    7.7e-06
1912100    2.95e-01  3.38e-01    2.05e-03  6.73e-03    9.99e-02  1.11e-01    7.7e-06
1912200    2.36e-01  2.76e-01    2.42e-03  1.11e-03    7.98e-02  9.37e-02    7.7e-06
1912300    2.73e-01  2.94e-01    3.04e-03  2.98e-03    9.18e-02  9.91e-02    7.7e-06
1912400    2.72e-01  3.35e-01    2.40e-03  1.54e-03    9.17e-02  1.14e-01    7.7e-06
1912500    2.72e-01  2.65e-01    2.17e-03  1.07e-03    9.19e-02  9.01e-02    7.7e-06
1912600    1.61e-01  1.51e-01    7.36e-04  4.04e-05    5.48e-02  5.15e-02    7.7e-06
1912700    2.72e-01  2.56e-01    2.49e-03  4.26e-04    9.20e-02  8.71e-02    7.7e-06
1912800    2.71e-01  2.49e-01    2.38e-03  5.74e-04    9.14e-02  8.48e-02    7.7e-06
1912900    2.72e-01  2.59e-01    1.86e-03  4.82e-04    9.20e-02  8.81e-02    7.7e-06
1913000    2.72e-01  3.24e-01    1.85e-03  1.44e-03    9.23e-02  1.10e-01    7.7e-06
1913100    2.31e-01  3.25e-01    1.40e-03  4.46e-03    7.83e-02  1.09e-01    7.7e-06
1913200    2.71e-01  2.48e-01    1.83e-03  2.99e-03    9.19e-02  8.33e-02    7.7e-06
1913300    2.50e-01  2.38e-01    6.18e-03  1.97e-03    8.04e-02  8.05e-02    7.7e-06
1913400    2.35e-01  2.52e-01    2.31e-03  3.47e-04    7.95e-02  8.57e-02    7.7e-06
1913500    2.71e-01  2.41e-01    2.30e-03  6.48e-04    9.15e-02  8.20e-02    7.7e-06
1913600    1.23e-01  1.05e-01    2.90e-03  2.27e-03    4.09e-02  3.49e-02    7.7e-06
1913700    2.44e-01  2.56e-01    4.63e-03  1.09e-02    8.03e-02  7.19e-02    7.7e-06
1913800    2.31e-01  2.99e-01    1.13e-03  2.00e-03    7.83e-02  1.01e-01    7.7e-06
1913900    2.74e-01  3.19e-01    2.76e-03  6.00e-04    9.24e-02  1.09e-01    7.7e-06
1914000    2.72e-01  2.86e-01    2.42e-03  2.88e-03    9.18e-02  9.65e-02    7.7e-06
1914100    2.71e-01  2.45e-01    2.32e-03  2.22e-03    9.14e-02  8.27e-02    7.7e-06
1914200    2.71e-01  2.70e-01    1.90e-03  5.35e-05    9.19e-02  9.19e-02    7.7e-06
1914300    2.65e-01  2.51e-01    4.91e-03  3.88e-03    8.73e-02  8.35e-02    7.7e-06
1914400    2.45e-01  2.18e-01    4.58e-03  5.57e-03    8.07e-02  6.98e-02    7.7e-06
1914500    2.31e-01  2.33e-01    1.00e-03  1.99e-03    7.84e-02  7.88e-02    7.7e-06
1914600    2.72e-01  2.85e-01    1.90e-03  4.86e-04    9.22e-02  9.68e-02    7.7e-06
1914700    2.71e-01  2.65e-01    2.10e-03  1.24e-03    9.17e-02  9.00e-02    7.7e-06
1914800    2.71e-01  2.63e-01    1.11e-03  1.52e-03    9.21e-02  8.92e-02    7.7e-06
1914900    2.74e-01  2.49e-01    3.38e-03  6.65e-04    9.20e-02  8.46e-02    7.7e-06
1915000    2.72e-01  2.64e-01    1.50e-03  3.21e-04    9.23e-02  8.98e-02    7.7e-06
1915100    2.72e-01  2.59e-01    6.54e-03  6.30e-03    8.76e-02  8.32e-02    7.7e-06
1915200    4.10e-01  4.55e-01    1.89e-03  5.80e-04    1.39e-01  1.55e-01    7.7e-06
1915300    2.35e-01  2.26e-01    2.19e-03  1.53e-03    7.97e-02  7.67e-02    7.7e-06
1915400    2.71e-01  3.33e-01    1.26e-03  1.64e-03    9.21e-02  1.13e-01    7.7e-06
1915500    2.72e-01  2.87e-01    2.28e-03  3.65e-04    9.20e-02  9.77e-02    7.7e-06
1915600    1.61e-01  1.16e-01    3.27e-03  3.55e-03    5.47e-02  3.95e-02    7.7e-06
1915700    1.62e-01  1.60e-01    9.89e-04  1.45e-03    5.48e-02  5.40e-02    7.7e-06
