# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
1040500    8.37e-01  9.04e-01    2.31e-03  3.24e-04    9.97e-02  1.08e-01    6.9e-05
1040600    7.73e-01  7.75e-01    4.54e-03  3.65e-03    9.19e-02  9.23e-02    6.9e-05
1040700    6.74e-01  6.23e-01    7.01e-03  2.78e-03    7.97e-02  7.41e-02    6.9e-05
1040800    8.39e-01  6.83e-01    4.04e-03  2.26e-03    9.98e-02  8.14e-02    6.9e-05
1040900    8.46e-01  8.87e-01    2.25e-03  5.23e-04    1.01e-01  1.06e-01    6.9e-05
1041000    1.06e+00  1.16e+00    7.67e-03  8.61e-03    1.26e-01  1.38e-01    6.9e-05
1041100    1.02e+00  9.04e-01    1.69e-03  2.30e-03    1.22e-01  1.08e-01    6.9e-05
1041200    8.46e-01  8.20e-01    2.36e-03  3.31e-03    1.01e-01  9.76e-02    6.9e-05
1041300    1.20e+00  1.54e+00    4.77e-03  2.16e-03    1.43e-01  1.84e-01    6.9e-05
1041400    7.53e-01  7.32e-01    1.70e-03  3.01e-03    8.97e-02  8.72e-02    6.9e-05
1041500    1.03e+00  9.66e-01    6.48e-03  5.19e-03    1.22e-01  1.15e-01    6.9e-05
1041600    2.79e-01  3.16e-01    4.16e-03  5.00e-03    3.32e-02  3.76e-02    6.9e-05
1041700    6.73e-01  6.58e-01    7.47e-03  5.26e-03    7.95e-02  7.81e-02    6.9e-05
1041800    4.36e-01  4.30e-01    5.33e-04  2.68e-04    5.19e-02  5.12e-02    6.9e-05
1041900    8.37e-01  7.02e-01    5.16e-03  2.96e-03    9.94e-02  8.36e-02    6.9e-05
1042000    8.55e-01  7.12e-01    1.11e-02  9.57e-03    1.01e-01  8.36e-02    6.9e-05
1042100    1.03e+00  9.82e-01    9.33e-03  7.62e-03    1.22e-01  1.17e-01    6.9e-05
1042200    4.36e-01  6.30e-01    2.22e-03  2.08e-03    5.19e-02  7.51e-02    6.9e-05
1042300    9.48e-01  9.66e-01    1.38e-02  1.21e-02    1.11e-01  1.14e-01    6.9e-05
1042400    1.07e+00  1.15e+00    2.18e-03  6.47e-03    1.27e-01  1.37e-01    6.9e-05
1042500    7.18e-01  7.59e-01    6.65e-03  7.36e-03    8.53e-02  9.02e-02    6.9e-05
1042600    1.08e+00  1.13e+00    2.54e-03  3.17e-03    1.29e-01  1.35e-01    6.9e-05
1042700    7.76e-01  8.19e-01    4.84e-03  4.22e-03    9.22e-02  9.74e-02    6.9e-05
1042800    4.49e-01  6.29e-01    8.50e-03  7.40e-03    5.18e-02  7.41e-02    6.9e-05
1042900    4.44e-01  4.47e-01    6.60e-03  6.42e-03    5.18e-02  5.23e-02    6.9e-05
1043000    7.66e-01  7.88e-01    2.41e-03  8.74e-04    9.12e-02  9.39e-02    6.9e-05
1043100    8.00e-01  8.35e-01    4.38e-03  4.15e-03    9.51e-02  9.93e-02    6.9e-05
1043200    8.39e-01  7.96e-01    6.89e-03  6.80e-03    9.94e-02  9.43e-02    6.9e-05
1043300    1.01e+00  9.60e-01    3.51e-03  3.00e-03    1.21e-01  1.14e-01    6.9e-05
1043400    7.57e-01  7.70e-01    7.79e-03  7.55e-03    8.94e-02  9.11e-02    6.9e-05
1043500    7.66e-01  6.18e-01    6.21e-03  7.59e-03    9.08e-02  7.28e-02    6.9e-05
1043600    7.96e-01  7.08e-01    3.10e-03  2.87e-03    9.48e-02  8.43e-02    6.9e-05
1043700    7.57e-01  6.41e-01    1.90e-03  2.45e-03    9.02e-02  7.63e-02    6.9e-05
1043800    4.42e-01  4.21e-01    5.28e-03  4.84e-03    5.20e-02  4.96e-02    6.9e-05
1043900    7.69e-01  7.81e-01    1.18e-03  1.80e-03    9.16e-02  9.31e-02    6.9e-05
1044000    7.57e-01  5.72e-01    3.85e-03  2.75e-03    9.00e-02  6.80e-02    6.9e-05
1044100    7.02e-01  6.55e-01    1.30e-02  5.48e-03    8.12e-02  7.77e-02    6.9e-05
1044200    6.87e-01  6.57e-01    2.39e-03  2.40e-03    8.18e-02  7.83e-02    6.9e-05
1044300    8.36e-01  8.11e-01    4.55e-03  1.64e-03    9.94e-02  9.66e-02    6.9e-05
1044400    8.32e-01  1.14e+00    2.95e-03  3.88e-03    9.90e-02  1.36e-01    6.9e-05
1044500    8.38e-01  9.29e-01    3.72e-03  8.18e-03    9.97e-02  1.10e-01    6.9e-05
1044600    7.96e-01  7.96e-01    3.57e-03  1.76e-03    9.48e-02  9.48e-02    6.9e-05
1044700    7.50e-01  7.38e-01    1.50e-03  1.59e-03    8.93e-02  8.80e-02    6.9e-05
1044800    6.61e-01  7.31e-01    4.10e-03  1.11e-03    7.85e-02  8.71e-02    6.9e-05
1044900    8.32e-01  1.01e+00    3.84e-03  8.63e-03    9.89e-02  1.20e-01    6.9e-05
1045000    1.02e+00  8.82e-01    6.11e-03  5.99e-03    1.21e-01  1.05e-01    6.9e-05
1045100    4.58e-01  4.70e-01    1.74e-03  1.85e-03    5.46e-02  5.60e-02    6.9e-05
1045200    7.94e-01  6.85e-01    2.18e-03  3.02e-03    9.46e-02  8.15e-02    6.9e-05
1045300    7.60e-01  8.33e-01    6.50e-03  5.56e-03    9.01e-02  9.89e-02    6.9e-05
1045400    7.01e-01  7.54e-01    2.64e-03  6.90e-04    8.34e-02  8.99e-02    6.9e-05
1045500    5.55e-01  4.85e-01    2.51e-02  2.35e-02    5.27e-02  4.41e-02    6.9e-05
1045600    9.25e-01  7.44e-01    2.42e-03  2.53e-03    1.10e-01  8.86e-02    6.9e-05
1045700    7.70e-01  7.87e-01    9.00e-04  1.15e-04    9.17e-02  9.39e-02    6.9e-05
1045800    4.37e-01  5.57e-01    3.64e-03  6.81e-03    5.18e-02  6.55e-02    6.9e-05
1045900    7.49e-01  2.92e-01    5.85e-03  4.82e-03    8.90e-02  3.45e-02    6.9e-05
1046000    4.36e-01  4.43e-01    1.02e-03  4.41e-04    5.19e-02  5.29e-02    6.9e-05
1046100    8.42e-01  7.28e-01    2.36e-03  4.63e-04    1.00e-01  8.67e-02    6.9e-05
1046200    4.56e-01  4.47e-01    9.48e-03  1.04e-02    5.22e-02  5.06e-02    6.9e-05
1046300    7.98e-01  9.03e-01    3.15e-03  7.14e-03    9.50e-02  1.07e-01    6.9e-05
1046400    4.39e-01  4.72e-01    4.70e-03  3.76e-03    5.18e-02  5.60e-02    6.9e-05
1046500    4.37e-01  4.38e-01    1.80e-03  1.84e-03    5.20e-02  5.22e-02    6.9e-05
1046600    8.36e-01  8.24e-01    2.20e-03  1.50e-03    9.96e-02  9.82e-02    6.9e-05
1046700    4.21e-01  4.26e-01    1.47e-02  1.50e-02    4.78e-02  4.84e-02    6.9e-05
1046800    7.95e-01  1.05e+00    3.27e-03  7.46e-03    9.47e-02  1.25e-01    6.9e-05
1046900    4.64e-01  4.42e-01    1.22e-02  1.14e-02    5.18e-02  4.94e-02    6.9e-05
1047000    8.52e-01  7.76e-01    2.11e-03  9.01e-04    1.02e-01  9.25e-02    6.9e-05
1047100    8.46e-01  8.29e-01    2.09e-03  5.27e-04    1.01e-01  9.89e-02    6.9e-05
1047200    8.42e-01  9.46e-01    3.86e-03  1.41e-03    1.00e-01  1.13e-01    6.9e-05
1047300    1.05e+00  1.16e+00    1.75e-03  2.71e-04    1.25e-01  1.38e-01    6.9e-05
1047400    8.38e-01  8.61e-01    2.97e-03  5.32e-03    9.98e-02  1.02e-01    6.9e-05
1047500    7.64e-01  6.22e-01    3.19e-03  3.25e-03    9.10e-02  7.40e-02    6.9e-05
1047600    1.09e+00  1.02e+00    9.17e-03  8.27e-03    1.29e-01  1.21e-01    6.9e-05
1047700    4.46e-01  9.69e-01    7.22e-03  1.03e-02    5.19e-02  1.14e-01    6.9e-05
1047800    4.42e-01  4.46e-01    4.19e-03  1.25e-03    5.23e-02  5.32e-02    6.9e-05
1047900    4.37e-01  3.75e-01    3.31e-03  1.32e-03    5.18e-02  4.47e-02    6.9e-05
1048000    9.32e-01  8.50e-01    3.71e-03  4.41e-03    1.11e-01  1.01e-01    6.9e-05
1048100    8.38e-01  9.65e-01    3.07e-03  1.14e-03    9.98e-02  1.15e-01    6.9e-05
1048200    1.03e+00  1.19e+00    1.77e-03  8.31e-04    1.23e-01  1.41e-01    6.9e-05
1048300    8.42e-01  7.24e-01    6.01e-03  4.61e-03    1.00e-01  8.60e-02    6.9e-05
1048400    1.05e+00  9.42e-01    6.26e-03  7.69e-03    1.25e-01  1.12e-01    6.9e-05
1048500    8.47e-01  7.34e-01    8.96e-03  8.61e-03    1.00e-01  8.65e-02    6.9e-05
1048600    4.58e-01  4.75e-01    1.02e-02  8.82e-03    5.21e-02  5.49e-02    6.9e-05
1048700    8.43e-01  6.79e-01    3.58e-03  5.82e-03    1.00e-01  8.05e-02    6.9e-05
1048800    7.88e-01  3.16e-01    1.33e-02  8.74e-03    9.29e-02  3.66e-02    6.9e-05
1048900    1.02e+00  1.11e+00    5.05e-03  6.83e-03    1.21e-01  1.32e-01    6.9e-05
1049000    4.37e-01  4.43e-01    1.39e-03  1.29e-03    5.20e-02  5.27e-02    6.9e-05
1049100    7.77e-01  8.48e-01    2.09e-03  1.64e-03    9.25e-02  1.01e-01    6.9e-05
1049200    4.36e-01  4.49e-01    1.71e-03  7.15e-04    5.19e-02  5.35e-02    6.9e-05
1049300    7.93e-01  7.67e-01    3.41e-03  6.50e-04    9.44e-02  9.15e-02    6.9e-05
1049400    1.05e+00  1.21e+00    1.57e-03  1.11e-03    1.25e-01  1.45e-01    6.9e-05
1049500    1.03e+00  1.17e+00    1.34e-03  1.53e-03    1.23e-01  1.39e-01    6.9e-05
1049600    4.60e-01  4.52e-01    7.74e-03  8.83e-03    5.35e-02  5.20e-02    6.9e-05
1049700    9.29e-01  7.99e-01    2.14e-03  4.94e-04    1.11e-01  9.53e-02    6.9e-05
1049800    7.95e-01  8.02e-01    5.33e-03  2.76e-03    9.44e-02  9.55e-02    6.9e-05
1049900    8.42e-01  8.25e-01    5.54e-03  3.93e-03    1.00e-01  9.82e-02    6.9e-05
1050000    4.84e-01  5.03e-01    1.56e-02  1.54e-02    5.21e-02  5.48e-02    6.9e-05
1050100    8.47e-01  8.62e-01    6.48e-03  6.01e-03    1.00e-01  1.02e-01    6.9e-05
1050200    7.53e-01  9.35e-01    2.84e-03  1.71e-03    8.97e-02  1.11e-01    6.9e-05
1050300    8.43e-01  8.13e-01    4.46e-03  2.29e-03    1.00e-01  9.68e-02    6.9e-05
1050400    8.37e-01  9.25e-01    3.99e-03  5.12e-03    9.96e-02  1.10e-01    6.9e-05
1050500    1.04e+00  8.85e-01    6.51e-03  4.79e-03    1.24e-01  1.05e-01    6.9e-05
1050600    7.87e-01  8.83e-01    1.64e-03  2.28e-03    9.37e-02  1.05e-01    6.9e-05
1050700    7.51e-01  6.46e-01    7.06e-03  5.16e-03    8.89e-02  7.66e-02    6.9e-05
1050800    4.17e-01  3.67e-01    1.09e-02  1.08e-02    4.84e-02  4.23e-02    6.9e-05
1050900    7.69e-01  8.60e-01    2.76e-03  4.36e-03    9.16e-02  1.02e-01    6.9e-05
1051000    7.63e-01  6.82e-01    1.01e-02  9.73e-03    8.96e-02  7.99e-02    6.9e-05
1051100    8.32e-01  6.78e-01    2.39e-03  1.52e-04    9.92e-02  8.08e-02    6.9e-05
1051200    8.37e-01  8.35e-01    6.93e-03  7.17e-03    9.92e-02  9.89e-02    6.9e-05
1051300    7.73e-01  9.46e-01    4.69e-03  5.32e-03    9.19e-02  1.13e-01    6.9e-05
1051400    4.55e-01  5.07e-01    9.27e-03  9.51e-03    5.22e-02  5.85e-02    6.9e-05
1051500    4.39e-01  4.08e-01    4.63e-03  3.38e-03    5.18e-02  4.83e-02    6.9e-05
1051600    8.03e-01  7.90e-01    6.41e-03  5.50e-03    9.53e-02  9.38e-02    6.9e-05
1051700    7.74e-01  1.13e+00    3.65e-03  1.75e-03    9.21e-02  1.35e-01    6.9e-05
1051800    4.17e-01  4.25e-01    1.43e-02  1.56e-02    4.74e-02  4.80e-02    6.9e-05
1051900    7.71e-01  6.95e-01    2.43e-03  1.77e-03    9.18e-02  8.28e-02    6.9e-05
1052000    4.50e-01  4.21e-01    2.64e-03  4.11e-04    5.35e-02  5.02e-02    6.9e-05
1052100    7.65e-01  6.57e-01    1.86e-03  1.25e-03    9.11e-02  7.83e-02    6.9e-05
1052200    6.67e-01  8.04e-01    7.09e-03  4.17e-04    7.88e-02  9.59e-02    6.9e-05
1052300    7.54e-01  6.57e-01    5.66e-03  4.29e-03    8.94e-02  7.80e-02    6.9e-05
1052400    8.35e-01  8.03e-01    2.34e-03  2.21e-04    9.95e-02  9.58e-02    6.9e-05
1052500    1.05e+00  1.05e+00    4.17e-03  6.64e-03    1.25e-01  1.24e-01    6.9e-05
1052600    7.21e-01  6.97e-01    2.67e-03  1.07e-03    8.58e-02  8.30e-02    6.9e-05
1052700    1.05e+00  1.21e+00    3.80e-03  4.58e-03    1.25e-01  1.45e-01    6.9e-05
1052800    7.04e-01  7.16e-01    5.01e-03  3.10e-03    8.36e-02  8.52e-02    6.9e-05
1052900    1.07e+00  1.20e+00    2.73e-03  5.31e-03    1.28e-01  1.43e-01    6.9e-05
1053000    8.40e-01  8.62e-01    4.62e-03  4.12e-03    9.99e-02  1.03e-01    6.9e-05
1053100    1.07e+00  1.08e+00    3.89e-03  5.09e-03    1.27e-01  1.28e-01    6.9e-05
1053200    7.55e-01  7.09e-01    2.83e-03  3.20e-03    8.99e-02  8.44e-02    6.9e-05
1053300    1.02e+00  8.53e-01    1.04e-02  7.52e-03    1.21e-01  1.01e-01    6.9e-05
1053400    7.52e-01  6.83e-01    1.77e-03  1.37e-03    8.96e-02  8.14e-02    6.9e-05
1053500    7.77e-01  1.04e+00    3.04e-03  3.68e-05    9.25e-02  1.24e-01    6.9e-05
1053600    1.02e+00  1.01e+00    3.81e-03  3.84e-03    1.21e-01  1.20e-01    6.9e-05
1053700    7.40e-01  2.94e-01    5.81e-03  5.46e-03    8.80e-02  3.46e-02    6.9e-05
1053800    8.36e-01  6.75e-01    3.40e-03  4.68e-04    9.95e-02  8.05e-02    6.9e-05
1053900    8.40e-01  6.28e-01    4.29e-03  2.73e-03    9.99e-02  7.48e-02    6.9e-05
1054000    7.73e-01  6.87e-01    1.45e-02  1.32e-02    8.94e-02  7.94e-02    6.9e-05
1054100    4.38e-01  7.49e-01    2.77e-03  4.88e-03    5.21e-02  8.89e-02    6.9e-05
1054200    8.38e-01  7.16e-01    5.91e-03  4.11e-03    9.95e-02  8.51e-02    6.9e-05
1054300    7.97e-01  6.96e-01    4.48e-03  4.83e-03    9.48e-02  8.26e-02    6.9e-05
1054400    7.36e-01  8.29e-01    9.23e-03  1.06e-02    8.72e-02  9.82e-02    6.9e-05
1054500    8.40e-01  7.63e-01    6.44e-03  3.61e-03    9.97e-02  9.08e-02    6.9e-05
1054600    7.92e-01  8.17e-01    5.62e-03  6.91e-03    9.40e-02  9.68e-02    6.9e-05
1054700    7.81e-01  7.27e-01    9.33e-04  2.41e-04    9.31e-02  8.67e-02    6.9e-05
1054800    6.69e-01  6.75e-01    4.37e-03  5.94e-04    7.94e-02  8.04e-02    6.9e-05
1054900    8.41e-01  7.22e-01    7.23e-03  6.11e-03    9.96e-02  8.56e-02    6.9e-05
1055000    7.72e-01  7.15e-01    4.46e-03  4.70e-03    9.18e-02  8.49e-02    6.9e-05
1055100    8.39e-01  7.41e-01    5.81e-03  6.28e-03    9.96e-02  8.78e-02    6.9e-05
1055200    8.37e-01  6.92e-01    3.03e-03  2.58e-03    9.96e-02  8.23e-02    6.9e-05
1055300    8.43e-01  6.39e-01    9.36e-03  9.21e-03    9.94e-02  7.48e-02    6.9e-05
1055400    4.38e-01  4.83e-01    4.15e-03  4.33e-03    5.18e-02  5.71e-02    6.9e-05
1055500    4.56e-01  4.39e-01    2.04e-03  3.08e-03    5.42e-02  5.21e-02    6.9e-05
1055600    1.04e+00  8.81e-01    4.93e-03  6.20e-03    1.24e-01  1.05e-01    6.9e-05
1055700    6.67e-01  6.42e-01    8.45e-03  4.78e-03    7.85e-02  7.62e-02    6.9e-05
1055800    7.00e-01  7.62e-01    3.65e-03  1.76e-03    8.33e-02  9.09e-02    6.9e-05
1055900    4.35e-01  4.30e-01    1.83e-03  2.28e-05    5.18e-02  5.13e-02    6.9e-05
1056000    8.06e-01  8.32e-01    1.24e-02  1.31e-02    9.42e-02  9.71e-02    6.9e-05
1056100    4.39e-01  4.43e-01    3.40e-03  3.09e-03    5.20e-02  5.26e-02    6.9e-05
1056200    7.66e-01  6.42e-01    8.84e-03  9.80e-03    9.04e-02  7.51e-02    6.9e-05
1056300    8.47e-01  9.75e-01    1.95e-03  3.32e-03    1.01e-01  1.16e-01    6.9e-05
1056400    4.38e-01  5.67e-01    1.96e-03  3.51e-04    5.21e-02  6.76e-02    6.9e-05
1056500    6.70e-01  6.59e-01    4.43e-03  2.99e-03    7.96e-02  7.84e-02    6.9e-05
1056600    7.92e-01  9.09e-01    4.28e-03  4.10e-03    9.42e-02  1.08e-01    6.9e-05
1056700    8.50e-01  8.18e-01    8.27e-03  6.72e-03    1.01e-01  9.70e-02    6.9e-05
1056800    4.37e-01  4.19e-01    9.66e-04  1.28e-03    5.21e-02  4.99e-02    6.9e-05
1056900    8.43e-01  7.14e-01    2.69e-03  2.62e-04    1.00e-01  8.51e-02    6.9e-05
1057000    9.23e-01  8.50e-01    7.08e-03  4.49e-03    1.10e-01  1.01e-01    6.9e-05
1057100    8.35e-01  6.82e-01    3.50e-03  2.72e-03    9.94e-02  8.12e-02    6.9e-05
1057200    1.06e+00  1.19e+00    8.20e-03  7.18e-03    1.26e-01  1.42e-01    6.9e-05
1057300    1.05e+00  1.07e+00    1.41e-03  1.34e-03    1.25e-01  1.27e-01    6.9e-05
1057400    4.47e-01  4.25e-01    8.21e-03  8.35e-03    5.17e-02  4.89e-02    6.9e-05
1057500    1.02e+00  9.72e-01    6.43e-03  5.09e-03    1.21e-01  1.16e-01    6.9e-05
1057600    6.70e-01  7.82e-01    5.09e-03  1.17e-02    7.95e-02  9.15e-02    6.9e-05
1057700    7.52e-01  6.20e-01    6.07e-03  5.18e-03    8.91e-02  7.35e-02    6.9e-05
1057800    8.40e-01  7.56e-01    3.09e-03  3.58e-03    1.00e-01  8.99e-02    6.9e-05
1057900    8.38e-01  6.56e-01    4.54e-03  4.71e-03    9.96e-02  7.79e-02    6.9e-05
1058000    4.33e-01  4.44e-01    1.44e-03  8.63e-04    5.16e-02  5.29e-02    6.9e-05
1058100    8.38e-01  9.46e-01    2.38e-03  3.74e-03    9.98e-02  1.13e-01    6.9e-05
1058200    8.59e-01  8.37e-01    3.24e-03  4.38e-03    1.02e-01  9.96e-02    6.9e-05
1058300    7.53e-01  6.53e-01    4.93e-03  6.13e-03    8.94e-02  7.73e-02    6.9e-05
1058400    8.36e-01  8.86e-01    2.61e-03  3.05e-03    9.96e-02  1.06e-01    6.9e-05
1058500    1.06e+00  1.08e+00    3.53e-03  3.87e-03    1.26e-01  1.28e-01    6.9e-05
1058600    8.40e-01  6.87e-01    3.89e-03  3.35e-03    1.00e-01  8.18e-02    6.9e-05
1058700    4.45e-01  4.18e-01    3.43e-03  6.38e-03    5.28e-02  4.88e-02    6.9e-05
1058800    1.05e+00  1.02e+00    1.70e-03  1.07e-03    1.25e-01  1.22e-01    6.9e-05
1058900    8.37e-01  6.90e-01    2.51e-03  2.01e-03    9.96e-02  8.22e-02    6.9e-05
1059000    8.02e-01  6.88e-01    6.54e-03  4.09e-03    9.51e-02  8.18e-02    6.9e-05
1059100    1.05e+00  9.93e-01    1.71e-03  4.09e-03    1.26e-01  1.18e-01    6.9e-05
1059200    4.12e-01  4.23e-01    5.71e-03  8.43e-03    4.87e-02  4.97e-02    6.9e-05
1059300    1.03e+00  9.29e-01    7.37e-03  4.83e-03    1.22e-01  1.11e-01    6.9e-05
1059400    8.38e-01  7.31e-01    6.64e-03  6.00e-03    9.94e-02  8.67e-02    6.9e-05
1059500    4.07e-01  4.47e-01    4.48e-03  3.34e-03    4.83e-02  5.32e-02    6.9e-05
1059600    8.30e-01  8.95e-01    2.18e-03  2.16e-04    9.89e-02  1.07e-01    6.9e-05
1059700    6.87e-01  7.00e-01    3.09e-03  7.22e-03    8.17e-02  8.28e-02    6.9e-05
1059800    1.02e+00  1.06e+00    9.79e-03  8.20e-03    1.21e-01  1.26e-01    6.9e-05
1059900    7.62e-01  6.52e-01    2.38e-03  2.42e-03    9.08e-02  7.76e-02    6.9e-05
1060000    7.75e-01  7.23e-01    3.56e-03  5.03e-03    9.45e-02  8.80e-02    6.6e-05
1060100    7.64e-01  7.66e-01    1.24e-02  1.11e-02    9.13e-02  9.20e-02    6.6e-05
1060200    7.31e-01  6.33e-01    1.65e-03  3.21e-03    8.93e-02  7.72e-02    6.6e-05
1060300    7.58e-01  5.73e-01    9.58e-03  7.47e-03    9.15e-02  6.90e-02    6.6e-05
1060400    8.18e-01  8.85e-01    2.74e-03  2.94e-03    1.00e-01  1.08e-01    6.6e-05
1060500    8.18e-01  1.12e+00    7.24e-03  1.65e-02    9.93e-02  1.34e-01    6.6e-05
1060600    8.14e-01  7.49e-01    6.24e-03  7.08e-03    9.90e-02  9.09e-02    6.6e-05
1060700    7.53e-01  6.31e-01    8.91e-04  1.56e-03    9.21e-02  7.71e-02    6.6e-05
1060800    7.51e-01  8.19e-01    5.23e-03  7.24e-03    9.15e-02  9.94e-02    6.6e-05
1060900    8.16e-01  8.83e-01    2.11e-03  1.25e-03    9.97e-02  1.08e-01    6.6e-05
1061000    6.50e-01  6.48e-01    4.61e-03  4.98e-03    7.91e-02  7.88e-02    6.6e-05
1061100    7.90e-01  7.44e-01    9.28e-03  8.12e-03    9.54e-02  9.00e-02    6.6e-05
1061200    8.13e-01  8.43e-01    2.25e-03  2.09e-03    9.93e-02  1.03e-01    6.6e-05
1061300    8.29e-01  6.62e-01    3.26e-03  2.05e-03    1.01e-01  8.09e-02    6.6e-05
1061400    7.17e-01  6.69e-01    4.76e-03  9.17e-04    8.75e-02  8.18e-02    6.6e-05
1061500    7.82e-01  7.79e-01    8.47e-03  5.14e-03    9.47e-02  9.49e-02    6.6e-05
1061600    6.75e-01  6.59e-01    4.98e-03  3.05e-03    8.21e-02  8.04e-02    6.6e-05
1061700    7.45e-01  6.68e-01    1.25e-03  7.03e-04    9.11e-02  8.16e-02    6.6e-05
1061800    8.10e-01  7.30e-01    2.35e-03  1.08e-03    9.90e-02  8.93e-02    6.6e-05
1061900    8.14e-01  7.47e-01    2.29e-03  1.03e-03    9.94e-02  9.13e-02    6.6e-05
1062000    7.62e-01  7.52e-01    1.85e-03  4.22e-04    9.31e-02  9.20e-02    6.6e-05
1062100    9.86e-01  9.17e-01    4.39e-03  3.11e-03    1.20e-01  1.12e-01    6.6e-05
1062200    7.76e-01  6.51e-01    4.31e-03  2.80e-03    9.46e-02  7.95e-02    6.6e-05
1062300    7.53e-01  4.33e-01    2.94e-02  3.32e-02    8.66e-02  3.95e-02    6.6e-05
1062400    9.00e-01  8.51e-01    9.98e-03  7.46e-03    1.09e-01  1.03e-01    6.6e-05
1062500    4.07e-01  4.82e-01    1.11e-02  5.57e-03    4.84e-02  5.87e-02    6.6e-05
1062600    8.22e-01  7.38e-01    2.72e-03  1.47e-03    1.00e-01  9.02e-02    6.6e-05
1062700    7.83e-01  6.79e-01    5.26e-03  6.35e-03    9.54e-02  8.24e-02    6.6e-05
1062800    3.95e-01  3.21e-01    3.68e-03  1.59e-03    4.81e-02  3.93e-02    6.6e-05
1062900    7.71e-01  1.12e+00    4.70e-03  1.12e-02    9.39e-02  1.36e-01    6.6e-05
1063000    7.76e-01  8.36e-01    2.94e-03  3.73e-03    9.47e-02  1.02e-01    6.6e-05
1063100    7.38e-01  6.80e-01    2.16e-03  2.70e-03    9.01e-02  8.30e-02    6.6e-05
1063200    8.19e-01  7.13e-01    3.33e-03  4.62e-03    1.00e-01  8.69e-02    6.6e-05
1063300    7.18e-01  6.23e-01    5.20e-03  2.89e-03    8.75e-02  7.61e-02    6.6e-05
1063400    4.43e-01  4.99e-01    9.41e-03  8.61e-03    5.19e-02  5.94e-02    6.6e-05
1063500    8.13e-01  6.95e-01    3.19e-03  4.13e-03    9.93e-02  8.47e-02    6.6e-05
1063600    4.30e-01  3.75e-01    3.92e-03  6.46e-03    5.22e-02  4.47e-02    6.6e-05
1063700    6.82e-01  7.04e-01    3.47e-03  3.11e-03    8.32e-02  8.60e-02    6.6e-05
1063800    6.85e-01  7.24e-01    2.28e-03  4.86e-03    8.36e-02  8.81e-02    6.6e-05
1063900    8.42e-01  6.80e-01    8.07e-03  6.90e-03    1.02e-01  8.24e-02    6.6e-05
1064000    7.42e-01  7.56e-01    4.88e-03  2.60e-03    9.04e-02  9.23e-02    6.6e-05
1064100    6.73e-01  7.11e-01    7.44e-03  1.04e-02    8.15e-02  8.53e-02    6.6e-05
1064200    8.21e-01  7.98e-01    3.37e-03  2.07e-03    1.00e-01  9.74e-02    6.6e-05
1064300    4.36e-01  4.03e-01    1.83e-03  2.28e-03    5.32e-02  4.91e-02    6.6e-05
1064400    8.12e-01  7.07e-01    4.43e-03  2.69e-03    9.90e-02  8.63e-02    6.6e-05
1064500    8.32e-01  7.42e-01    2.52e-03  2.51e-03    1.02e-01  9.06e-02    6.6e-05
1064600    7.79e-01  8.06e-01    5.85e-03  6.36e-03    9.48e-02  9.80e-02    6.6e-05
1064700    8.23e-01  7.54e-01    7.81e-03  8.58e-03    9.99e-02  9.12e-02    6.6e-05
1064800    4.30e-01  5.03e-01    5.31e-03  8.73e-03    5.19e-02  5.98e-02    6.6e-05
1064900    4.20e-01  3.85e-01    4.95e-03  4.58e-03    5.10e-02  4.69e-02    6.6e-05
1065000    8.28e-01  7.44e-01    3.50e-03  7.55e-04    1.01e-01  9.09e-02    6.6e-05
1065100    8.22e-01  8.78e-01    5.00e-03  2.90e-03    1.00e-01  1.07e-01    6.6e-05
1065200    7.56e-01  6.67e-01    8.99e-03  8.09e-03    9.13e-02  8.05e-02    6.6e-05
1065300    6.83e-01  7.04e-01    2.17e-03  9.15e-03    8.35e-02  8.49e-02    6.6e-05
1065400    6.62e-01  6.66e-01    4.62e-03  2.22e-03    8.06e-02  8.13e-02    6.6e-05
1065500    4.05e-01  4.56e-01    3.52e-03  4.86e-03    4.93e-02  5.55e-02    6.6e-05
1065600    4.24e-01  4.31e-01    2.93e-03  3.07e-03    5.16e-02  5.25e-02    6.6e-05
1065700    7.51e-01  6.87e-01    9.57e-03  7.43e-03    9.05e-02  8.32e-02    6.6e-05
1065800    7.49e-01  7.80e-01    3.02e-03  1.77e-03    9.15e-02  9.54e-02    6.6e-05
1065900    7.13e-01  7.61e-01    4.46e-03  1.42e-03    8.70e-02  9.30e-02    6.6e-05
1066000    9.07e-01  8.19e-01    6.60e-03  3.21e-03    1.10e-01  1.00e-01    6.6e-05
1066100    7.85e-01  8.09e-01    8.31e-03  7.62e-03    9.51e-02  9.82e-02    6.6e-05
1066200    8.19e-01  8.51e-01    2.29e-03  1.46e-03    1.00e-01  1.04e-01    6.6e-05
1066300    4.13e-01  3.83e-01    1.54e-02  1.85e-02    4.78e-02  4.25e-02    6.6e-05
1066400    8.12e-01  8.38e-01    4.93e-03  4.66e-03    9.90e-02  1.02e-01    6.6e-05
1066500    8.17e-01  7.44e-01    4.64e-03  5.16e-03    9.96e-02  9.05e-02    6.6e-05
1066600    8.16e-01  7.70e-01    4.83e-03  5.53e-03    9.94e-02  9.37e-02    6.6e-05
1066700    8.21e-01  9.16e-01    1.07e-02  1.11e-02    9.89e-02  1.11e-01    6.6e-05
